Term,Type,Document_Frequency,Financial_Literacy,Reason
able lower,Bigram,62,Regular,
advancement,Unigram,62,Regular,
allow quicker,Bigram,62,Regular,
avg,Unigram,62,Regular,
bad credit,Bigram,62,Regular,
black,Unigram,62,Regular,
car high,Bigram,62,Regular,
card receive,Bigram,62,Regular,
carry credit,Bigram,62,Regular,
central air,Bigram,62,Regular,
chase visa,Bigram,62,Regular,
close year,Bigram,62,Regular,
consolidate include,Bigram,62,Regular,
continuously,Unigram,62,Regular,
credit risk,Bigram,62,Regular,
dec,Unigram,62,Regular,
entertainment clothe,Bigram,62,Regular,
fast possible,Bigram,62,Regular,
finally credit,Bigram,62,Regular,
finance track,Bigram,62,Regular,
fund available,Bigram,62,Regular,
guest,Unigram,62,Regular,
haven miss,Bigram,62,Regular,
high percentage,Bigram,62,Regular,
income thank,Bigram,62,Regular,
job credit,Bigram,62,Regular,
job excellent,Bigram,62,Regular,
kohl,Unigram,62,Regular,
like small,Bigram,62,Regular,
longer term,Bigram,62,Regular,
money borrow,Bigram,62,Regular,
month lend,Bigram,62,Regular,
monthly rate,Bigram,62,Regular,
need short,Bigram,62,Regular,
outlook,Unigram,62,Regular,
owe money,Bigram,62,Regular,
people help,Bigram,62,Regular,
prospect,Unigram,62,Regular,
recent college,Bigram,62,Regular,
relocation expense,Bigram,62,Regular,
reputable,Unigram,62,Regular,
rule,Unigram,62,Regular,
series,Unigram,62,Regular,
shred,Unigram,62,Regular,
solid investment,Bigram,62,Regular,
sooner add,Bigram,62,Regular,
spend time,Bigram,62,Regular,
station,Unigram,62,Regular,
tax refund,Bigram,62,Regular,
trouble make,Bigram,62,Regular,
want finish,Bigram,62,Regular,
wear,Unigram,62,Regular,
year amp,Bigram,62,Regular,
year prior,Bigram,62,Regular,
account current,Bigram,61,Regular,
add clean,Bigram,61,Regular,
add consolodation,Bigram,61,Regular,
add cut,Bigram,61,Regular,
advise,Unigram,61,Regular,
apr lower,Bigram,61,Regular,
better job,Bigram,61,Regular,
better way,Bigram,61,Regular,
car purchase,Bigram,61,Regular,
card hope,Bigram,61,Regular,
completely credit,Bigram,61,Regular,
consider good,Bigram,61,Regular,
consideration fund,Bigram,61,Regular,
consoladation,Unigram,61,Regular,
consolidate work,Bigram,61,Regular,
consolidation monthly,Bigram,61,Regular,
consolidation save,Bigram,61,Regular,
delinquent payment,Bigram,61,Regular,
dont want,Bigram,61,Regular,
expense help,Bigram,61,Regular,
expense utility,Bigram,61,Regular,
fault,Unigram,61,Regular,
fellow,Unigram,61,Regular,
fund able,Bigram,61,Regular,
half time,Bigram,61,Regular,
heavily,Unigram,61,Regular,
house order,Bigram,61,Regular,
jump start,Bigram,61,Regular,
lately,Unigram,61,Regular,
like car,Bigram,61,Regular,
like good,Bigram,61,Regular,
make hard,Bigram,61,Regular,
margin,Unigram,61,Regular,
maximum,Unigram,61,Regular,
money consolidation,Bigram,61,Regular,
monthly fee,Bigram,61,Regular,
mortgage home,Bigram,61,Regular,
need order,Bigram,61,Regular,
owe irs,Bigram,61,Regular,
plan eliminate,Bigram,61,Regular,
possible add,Bigram,61,Regular,
proper,Unigram,61,Regular,
pymt,Unigram,61,Regular,
reduce balance,Bigram,61,Regular,
reduce time,Bigram,61,Regular,
responsible make,Bigram,61,Regular,
revolve balance,Bigram,61,Regular,
shift,Unigram,61,Regular,
start live,Bigram,61,Regular,
support add,Bigram,61,Regular,
term thank,Bigram,61,Regular,
time come,Bigram,61,Regular,
transunion,Unigram,61,Literacy,
try payoff,Bigram,61,Regular,
use remodel,Bigram,61,Regular,
work place,Bigram,61,Regular,
work professional,Bigram,61,Regular,
year payoff,Bigram,61,Regular,
able buy,Bigram,60,Regular,
accrue credit,Bigram,60,Regular,
battle,Unigram,60,Regular,
beach,Unigram,60,Regular,
best option,Bigram,60,Regular,
better apr,Bigram,60,Regular,
build home,Bigram,60,Regular,
car just,Bigram,60,Regular,
car want,Bigram,60,Regular,
come year,Bigram,60,Regular,
consider help,Bigram,60,Regular,
conventional,Unigram,60,Regular,
cosolidate,Unigram,60,Regular,
credit look,Bigram,60,Regular,
credit ratio,Bigram,60,Regular,
crunch,Unigram,60,Regular,
data,Unigram,60,Regular,
day week,Bigram,60,Regular,
default credit,Bigram,60,Regular,
electronics,Unigram,60,Regular,
entire life,Bigram,60,Regular,
favor,Unigram,60,Regular,
fiscal,Unigram,60,Regular,
fund start,Bigram,60,Regular,
funeral expense,Bigram,60,Regular,
global,Unigram,60,Regular,
goal eliminate,Bigram,60,Regular,
help finish,Bigram,60,Regular,
hurricane sandy,Bigram,60,Regular,
investor far,Bigram,60,Regular,
just new,Bigram,60,Regular,
laptop,Unigram,60,Regular,
like lend,Bigram,60,Regular,
master bathroom,Bigram,60,Regular,
money allow,Bigram,60,Regular,
month miss,Bigram,60,Regular,
month rate,Bigram,60,Regular,
need able,Bigram,60,Regular,
need borrow,Bigram,60,Regular,
need reduce,Bigram,60,Regular,
objective,Unigram,60,Regular,
opportunity add,Bigram,60,Regular,
page,Unigram,60,Regular,
paper,Unigram,60,Regular,
payout,Unigram,60,Regular,
photography,Unigram,60,Regular,
provide better,Bigram,60,Regular,
rate rate,Bigram,60,Regular,
require payment,Bigram,60,Regular,
residential,Unigram,60,Regular,
save approximately,Bigram,60,Regular,
save purchase,Bigram,60,Regular,
sept,Unigram,60,Regular,
setup,Unigram,60,Regular,
simply consolidate,Bigram,60,Regular,
specialist,Unigram,60,Regular,
start thank,Bigram,60,Regular,
stress free,Bigram,60,Regular,
thing house,Bigram,60,Regular,
time company,Bigram,60,Regular,
timeline,Unigram,60,Regular,
timely fashion,Bigram,60,Regular,
use year,Bigram,60,Regular,
warranty,Unigram,60,Regular,
work like,Bigram,60,Regular,
year contract,Bigram,60,Regular,
add charge,Bigram,59,Regular,
allow start,Bigram,59,Regular,
balance current,Bigram,59,Regular,
bank card,Bigram,59,Regular,
burn,Unigram,59,Regular,
card simplify,Bigram,59,Regular,
chevy,Unigram,59,Regular,
college fund,Bigram,59,Regular,
consideration help,Bigram,59,Regular,
consilidation,Unigram,59,Regular,
credit great,Bigram,59,Regular,
credit worthy,Bigram,59,Regular,
currently higher,Bigram,59,Regular,
currently owe,Bigram,59,Regular,
currently year,Bigram,59,Regular,
dear lender,Bigram,59,Regular,
deduction,Unigram,59,Uncertain,'ניכוי מס' אפשרי אבל גם ניכוי לוגי/שכר כללי
designer,Unigram,59,Regular,
don plan,Bigram,59,Regular,
exist higher,Bigram,59,Regular,
fianc eacute,Bigram,59,Regular,
financial aid,Bigram,59,Regular,
financial service,Bigram,59,Regular,
fix home,Bigram,59,Regular,
francisco,Unigram,59,Regular,
free plan,Bigram,59,Regular,
gold,Unigram,59,Regular,
good good,Bigram,59,Regular,
good live,Bigram,59,Regular,
grandmother,Unigram,59,Regular,
great candidate,Bigram,59,Regular,
help quicker,Bigram,59,Regular,
higher monthly,Bigram,59,Regular,
home help,Bigram,59,Regular,
home just,Bigram,59,Regular,
horrible,Unigram,59,Regular,
job thank,Bigram,59,Regular,
kid college,Bigram,59,Regular,
like fix,Bigram,59,Regular,
look add,Bigram,59,Regular,
look borrow,Bigram,59,Regular,
look small,Bigram,59,Regular,
majority credit,Bigram,59,Regular,
make decent,Bigram,59,Regular,
mold,Unigram,59,Regular,
money want,Bigram,59,Regular,
nature,Unigram,59,Regular,
plan start,Bigram,59,Regular,
pool add,Bigram,59,Regular,
purchase property,Bigram,59,Regular,
rack credit,Bigram,59,Regular,
rat use,Bigram,59,Regular,
rate great,Bigram,59,Regular,
replace floor,Bigram,59,Regular,
respond,Unigram,59,Regular,
roughly month,Bigram,59,Regular,
san francisco,Bigram,59,Regular,
save add,Bigram,59,Regular,
secure employment,Bigram,59,Regular,
small portion,Bigram,59,Regular,
sole purpose,Bigram,59,Regular,
square,Unigram,59,Regular,
stable monthly,Bigram,59,Regular,
start add,Bigram,59,Regular,
tax payment,Bigram,59,Regular,
time start,Bigram,59,Regular,
track thank,Bigram,59,Regular,
transfer balance,Bigram,59,Regular,
use close,Bigram,59,Regular,
verify income,Bigram,59,Regular,
want finance,Bigram,59,Regular,
wed plan,Bigram,59,Regular,
wow,Unigram,59,Regular,
year purchase,Bigram,59,Regular,
add greeting,Bigram,58,Regular,
add problem,Bigram,58,Regular,
add swim,Bigram,58,Regular,
administrator,Unigram,58,Regular,
affect credit,Bigram,58,Regular,
apr make,Bigram,58,Regular,
balance help,Bigram,58,Regular,
balance reduce,Bigram,58,Regular,
balance time,Bigram,58,Regular,
balance total,Bigram,58,Regular,
bos,Unigram,58,Regular,
camper,Unigram,58,Regular,
card love,Bigram,58,Regular,
card reasonable,Bigram,58,Regular,
card thing,Bigram,58,Regular,
chip,Unigram,58,Regular,
church,Unigram,58,Regular,
claim,Unigram,58,Regular,
company time,Bigram,58,Regular,
complete project,Bigram,58,Regular,
consolidate expense,Bigram,58,Regular,
cost credit,Bigram,58,Regular,
debit free,Bigram,58,Regular,
define,Unigram,58,Regular,
doubt,Unigram,58,Regular,
equifax,Unigram,58,Literacy,
fan,Unigram,58,Regular,
foreclose,Unigram,58,Regular,
friendly,Unigram,58,Regular,
good excellent,Bigram,58,Regular,
good miss,Bigram,58,Regular,
hello like,Bigram,58,Regular,
home ownership,Bigram,58,Regular,
horse,Unigram,58,Regular,
house purchase,Bigram,58,Regular,
just receive,Bigram,58,Regular,
landlord,Unigram,58,Regular,
lift,Unigram,58,Regular,
low apr,Bigram,58,Regular,
make lot,Bigram,58,Regular,
match,Unigram,58,Regular,
medical emergency,Bigram,58,Regular,
medical payment,Bigram,58,Regular,
money fix,Bigram,58,Regular,
month high,Bigram,58,Regular,
need dental,Bigram,58,Regular,
obtain lower,Bigram,58,Regular,
old daughter,Bigram,58,Regular,
payment come,Bigram,58,Regular,
payment company,Bigram,58,Regular,
permanently,Unigram,58,Regular,
pickup,Unigram,58,Regular,
rate sooner,Bigram,58,Regular,
resale,Unigram,58,Regular,
save credit,Bigram,58,Regular,
score lower,Bigram,58,Regular,
second time,Bigram,58,Regular,
sewer,Unigram,58,Regular,
stupid,Unigram,58,Regular,
tackle,Unigram,58,Regular,
term month,Bigram,58,Regular,
time allow,Bigram,58,Regular,
time default,Bigram,58,Regular,
time lower,Bigram,58,Regular,
traffic,Unigram,58,Regular,
unpaid,Unigram,58,Regular,
utility food,Bigram,58,Regular,
want build,Bigram,58,Regular,
work past,Bigram,58,Regular,
year service,Bigram,58,Regular,
able monthly,Bigram,57,Regular,
account higher,Bigram,57,Regular,
add fully,Bigram,57,Regular,
add improve,Bigram,57,Regular,
add primarily,Bigram,57,Regular,
average apr,Bigram,57,Regular,
balance account,Bigram,57,Regular,
bite credit,Bigram,57,Regular,
budget money,Bigram,57,Regular,
car student,Bigram,57,Regular,
card average,Bigram,57,Regular,
card extremely,Bigram,57,Regular,
card truck,Bigram,57,Regular,
child support,Bigram,57,Regular,
club able,Bigram,57,Regular,
discretionary,Unigram,57,Regular,
draw,Unigram,57,Regular,
employ stable,Bigram,57,Regular,
enforcement,Unigram,57,Regular,
finance add,Bigram,57,Regular,
finance car,Bigram,57,Regular,
flawless,Unigram,57,Regular,
friend family,Bigram,57,Regular,
fund complete,Bigram,57,Regular,
future family,Bigram,57,Regular,
home time,Bigram,57,Regular,
house buy,Bigram,57,Regular,
house month,Bigram,57,Regular,
job help,Bigram,57,Regular,
like exist,Bigram,57,Regular,
like time,Bigram,57,Regular,
liquidate,Unigram,57,Regular,
liquidity,Unigram,57,Literacy,
make lower,Bigram,57,Regular,
make manageable,Bigram,57,Regular,
manage credit,Bigram,57,Regular,
market value,Bigram,57,Regular,
medical need,Bigram,57,Regular,
minimum card,Bigram,57,Regular,
money start,Bigram,57,Regular,
monthly mortgage,Bigram,57,Regular,
order faster,Bigram,57,Regular,
payment cut,Bigram,57,Regular,
payment utility,Bigram,57,Regular,
physical,Unigram,57,Regular,
premium,Unigram,57,Regular,
rate single,Bigram,57,Regular,
reason request,Bigram,57,Regular,
reliable person,Bigram,57,Regular,
repeat,Unigram,57,Regular,
replace carpet,Bigram,57,Regular,
secondary,Unigram,57,Regular,
seperate,Unigram,57,Regular,
somewhat,Unigram,57,Regular,
sooner month,Bigram,57,Regular,
springleaf,Unigram,57,Regular,
start build,Bigram,57,Regular,
suit,Unigram,57,Regular,
tap,Unigram,57,Regular,
upstairs,Unigram,57,Regular,
use complete,Bigram,57,Regular,
wed cost,Bigram,57,Regular,
work school,Bigram,57,Regular,
work work,Bigram,57,Regular,
youngest,Unigram,57,Regular,
youth,Unigram,57,Regular,
able free,Bigram,56,Regular,
allow focus,Bigram,56,Regular,
apt,Unigram,56,Regular,
arizona,Unigram,56,Regular,
arrangement,Unigram,56,Regular,
balance balance,Bigram,56,Regular,
birthday,Unigram,56,Regular,
borrow lend,Bigram,56,Regular,
business currently,Bigram,56,Regular,
business partner,Bigram,56,Regular,
car home,Bigram,56,Regular,
card family,Bigram,56,Regular,
card hard,Bigram,56,Regular,
card remainder,Bigram,56,Regular,
card wed,Bigram,56,Regular,
consolidate like,Bigram,56,Regular,
consolidate refinance,Bigram,56,Regular,
credit obligation,Bigram,56,Regular,
credit profile,Bigram,56,Regular,
difficult time,Bigram,56,Regular,
distribution,Unigram,56,Regular,
enrol,Unigram,56,Regular,
feed,Unigram,56,Regular,
financial burden,Bigram,56,Regular,
fly,Unigram,56,Regular,
free high,Bigram,56,Regular,
gonna,Unigram,56,Regular,
hard earn,Bigram,56,Regular,
hawaii,Unigram,56,Regular,
hello investor,Bigram,56,Regular,
help mother,Bigram,56,Regular,
help year,Bigram,56,Regular,
hight,Unigram,56,Regular,
home rent,Bigram,56,Regular,
home sell,Bigram,56,Regular,
hope consider,Bigram,56,Regular,
house use,Bigram,56,Regular,
human,Unigram,56,Regular,
incur year,Bigram,56,Regular,
lake,Unigram,56,Regular,
lien,Unigram,56,Literacy,
like new,Bigram,56,Regular,
long way,Bigram,56,Regular,
love able,Bigram,56,Regular,
metal,Unigram,56,Regular,
multiple high,Bigram,56,Regular,
need upgrade,Bigram,56,Regular,
offer better,Bigram,56,Regular,
order reduce,Bigram,56,Regular,
payment fund,Bigram,56,Regular,
payment small,Bigram,56,Regular,
photographer,Unigram,56,Regular,
quicker add,Bigram,56,Regular,
rat save,Bigram,56,Regular,
rate miss,Bigram,56,Regular,
rent home,Bigram,56,Regular,
responsible credit,Bigram,56,Regular,
simple monthly,Bigram,56,Regular,
task,Unigram,56,Regular,
tend,Unigram,56,Regular,
term payment,Bigram,56,Regular,
thrive,Unigram,56,Regular,
time currently,Bigram,56,Regular,
trim,Unigram,56,Regular,
truck payment,Bigram,56,Regular,
use business,Bigram,56,Regular,
want improve,Bigram,56,Regular,
wholesale,Unigram,56,Regular,
work large,Bigram,56,Regular,
worst,Unigram,56,Regular,
year graduate,Bigram,56,Regular,
add final,Bigram,55,Regular,
add number,Bigram,55,Regular,
add obtain,Bigram,55,Regular,
add professional,Bigram,55,Regular,
allow high,Bigram,55,Regular,
allow sooner,Bigram,55,Regular,
apart,Unigram,55,Regular,
balance allow,Bigram,55,Regular,
balance owe,Bigram,55,Regular,
blow,Unigram,55,Regular,
breath,Unigram,55,Regular,
budget rent,Bigram,55,Regular,
budget thank,Bigram,55,Regular,
build house,Bigram,55,Regular,
business thank,Bigram,55,Regular,
campaign,Unigram,55,Regular,
card cover,Bigram,55,Regular,
card create,Bigram,55,Regular,
card enable,Bigram,55,Regular,
card highest,Bigram,55,Regular,
card limit,Bigram,55,Regular,
card unsecured,Bigram,55,Regular,
chain,Unigram,55,Regular,
change job,Bigram,55,Regular,
club miss,Bigram,55,Regular,
college time,Bigram,55,Regular,
consolidation good,Bigram,55,Regular,
cover monthly,Bigram,55,Regular,
credit need,Bigram,55,Regular,
deny,Unigram,55,Regular,
didnt,Unigram,55,Regular,
entire credit,Bigram,55,Regular,
exist lower,Bigram,55,Regular,
expense new,Bigram,55,Regular,
expense want,Bigram,55,Regular,
expense work,Bigram,55,Regular,
faster rate,Bigram,55,Regular,
focus payment,Bigram,55,Regular,
fulfil,Unigram,55,Regular,
generally,Unigram,55,Regular,
help goal,Bigram,55,Regular,
help monthly,Bigram,55,Regular,
high thank,Bigram,55,Regular,
higher lower,Bigram,55,Regular,
home project,Bigram,55,Regular,
insurance food,Bigram,55,Regular,
investor lend,Bigram,55,Regular,
know need,Bigram,55,Regular,
law enforcement,Bigram,55,Regular,
law firm,Bigram,55,Regular,
leverage,Unigram,55,Regular,
longer need,Bigram,55,Regular,
look good,Bigram,55,Regular,
money plan,Bigram,55,Regular,
month early,Bigram,55,Regular,
month old,Bigram,55,Regular,
mutual,Unigram,55,Regular,
need improvement,Bigram,55,Regular,
need want,Bigram,55,Regular,
new heat,Bigram,55,Regular,
note credit,Bigram,55,Regular,
old car,Bigram,55,Regular,
payment income,Bigram,55,Regular,
personal help,Bigram,55,Regular,
prepay,Unigram,55,Literacy,
profession year,Bigram,55,Regular,
quot credit,Bigram,55,Regular,
really hard,Bigram,55,Regular,
receive offer,Bigram,55,Regular,
release,Unigram,55,Regular,
rent apartment,Bigram,55,Regular,
reorganize,Unigram,55,Regular,
repair new,Bigram,55,Regular,
report late,Bigram,55,Regular,
resolution,Unigram,55,Regular,
ridiculously,Unigram,55,Regular,
right away,Bigram,55,Regular,
star,Unigram,55,Regular,
start invest,Bigram,55,Regular,
tax add,Bigram,55,Regular,
therapy,Unigram,55,Regular,
think great,Bigram,55,Regular,
unnecessary,Unigram,55,Regular,
variable rate,Bigram,55,Regular,
want simplify,Bigram,55,Regular,
want try,Bigram,55,Regular,
wed add,Bigram,55,Regular,
wedding,Unigram,55,Regular,
wide,Unigram,55,Regular,
win let,Bigram,55,Regular,
work government,Bigram,55,Regular,
work person,Bigram,55,Regular,
year better,Bigram,55,Regular,
year early,Bigram,55,Regular,
yesterday,Unigram,55,Regular,
account account,Bigram,54,Regular,
add accrue,Bigram,54,Regular,
add big,Bigram,54,Regular,
add sure,Bigram,54,Regular,
allow close,Bigram,54,Regular,
bank add,Bigram,54,Regular,
beat,Unigram,54,Regular,
begin year,Bigram,54,Regular,
boost credit,Bigram,54,Regular,
budge,Unigram,54,Regular,
bureau,Unigram,54,Uncertain,'לשכת אשראי' אפשרי אבל גם רהיט (bureau) או משרד ממשלתי
capital card,Bigram,54,Regular,
card come,Bigram,54,Regular,
card include,Bigram,54,Regular,
card offer,Bigram,54,Regular,
card tire,Bigram,54,Regular,
card wife,Bigram,54,Regular,
charge high,Bigram,54,Regular,
colorado,Unigram,54,Regular,
consideration thank,Bigram,54,Regular,
cover medical,Bigram,54,Regular,
crash,Unigram,54,Regular,
current minimum,Bigram,54,Regular,
currently hold,Bigram,54,Regular,
debit payment,Bigram,54,Regular,
easier thank,Bigram,54,Regular,
eliminate revolve,Bigram,54,Regular,
feel great,Bigram,54,Regular,
furnishing,Unigram,54,Regular,
heat air,Bigram,54,Regular,
house new,Bigram,54,Regular,
improvment,Unigram,54,Regular,
income include,Bigram,54,Regular,
instead thank,Bigram,54,Regular,
investor add,Bigram,54,Regular,
job late,Bigram,54,Regular,
leave month,Bigram,54,Regular,
live family,Bigram,54,Regular,
make change,Bigram,54,Regular,
mature,Unigram,54,Regular,
meet financial,Bigram,54,Regular,
mobile home,Bigram,54,Regular,
mountain,Unigram,54,Regular,
nov,Unigram,54,Regular,
payment steady,Bigram,54,Regular,
person time,Bigram,54,Regular,
plastic,Unigram,54,Regular,
purchase additional,Bigram,54,Regular,
question let,Bigram,54,Regular,
rat balance,Bigram,54,Regular,
refinish,Unigram,54,Regular,
regular payment,Bigram,54,Regular,
rent house,Bigram,54,Regular,
salary year,Bigram,54,Regular,
scholarship,Unigram,54,Regular,
score higher,Bigram,54,Regular,
set monthly,Bigram,54,Regular,
stable industry,Bigram,54,Regular,
student year,Bigram,54,Regular,
time budget,Bigram,54,Regular,
time position,Bigram,54,Regular,
typo,Unigram,54,Regular,
unsecured credit,Bigram,54,Regular,
usa,Unigram,54,Regular,
vary rat,Bigram,54,Regular,
virtually,Unigram,54,Regular,
want clean,Bigram,54,Regular,
window home,Bigram,54,Regular,
wish credit,Bigram,54,Regular,
year house,Bigram,54,Regular,
account currently,Bigram,53,Regular,
account help,Bigram,53,Regular,
achieve financial,Bigram,53,Regular,
add capital,Bigram,53,Regular,
add extra,Bigram,53,Regular,
add mother,Bigram,53,Regular,
add opportunity,Bigram,53,Regular,
add spend,Bigram,53,Regular,
advisor,Unigram,53,Regular,
automotive,Unigram,53,Regular,
await,Unigram,53,Regular,
balance consolidate,Bigram,53,Regular,
buy year,Bigram,53,Regular,
card destroy,Bigram,53,Regular,
card exist,Bigram,53,Regular,
card lump,Bigram,53,Regular,
card visa,Bigram,53,Regular,
college credit,Bigram,53,Regular,
common,Unigram,53,Regular,
communication,Unigram,53,Regular,
consolidate plan,Bigram,53,Regular,
consolidation small,Bigram,53,Regular,
credit bank,Bigram,53,Regular,
credit job,Bigram,53,Regular,
deadline,Unigram,53,Regular,
death family,Bigram,53,Regular,
decent credit,Bigram,53,Regular,
deep,Unigram,53,Regular,
don miss,Bigram,53,Regular,
early thank,Bigram,53,Regular,
easily able,Bigram,53,Regular,
haul,Unigram,53,Regular,
health issue,Bigram,53,Regular,
help lend,Bigram,53,Regular,
holiday season,Bigram,53,Regular,
home currently,Bigram,53,Regular,
improvement include,Bigram,53,Regular,
improvments,Unigram,53,Regular,
increase saving,Bigram,53,Regular,
increase year,Bigram,53,Regular,
instead just,Bigram,53,Regular,
invest business,Bigram,53,Regular,
job currently,Bigram,53,Regular,
kitchen floor,Bigram,53,Regular,
large balance,Bigram,53,Regular,
leg,Unigram,53,Regular,
life want,Bigram,53,Regular,
look expand,Bigram,53,Regular,
look start,Bigram,53,Regular,
low rat,Bigram,53,Regular,
lower cost,Bigram,53,Regular,
mechanic,Unigram,53,Regular,
medical cost,Bigram,53,Regular,
meet monthly,Bigram,53,Regular,
neighbor,Unigram,53,Regular,
ongoing,Unigram,53,Regular,
pain,Unigram,53,Regular,
payment auto,Bigram,53,Regular,
payment automatically,Bigram,53,Regular,
people like,Bigram,53,Regular,
plan place,Bigram,53,Regular,
pressure,Unigram,53,Regular,
project add,Bigram,53,Regular,
purchase small,Bigram,53,Regular,
question concern,Bigram,53,Regular,
rate bank,Bigram,53,Regular,
rate need,Bigram,53,Regular,
rate personal,Bigram,53,Regular,
reliable responsible,Bigram,53,Regular,
repaint,Unigram,53,Regular,
repayment plan,Bigram,53,Regular,
ridiculously high,Bigram,53,Regular,
score miss,Bigram,53,Regular,
spend habit,Bigram,53,Regular,
state university,Bigram,53,Regular,
support family,Bigram,53,Regular,
thing credit,Bigram,53,Regular,
try lend,Bigram,53,Regular,
vinyl,Unigram,53,Regular,
able quicker,Bigram,52,Regular,
account save,Bigram,52,Regular,
add default,Bigram,52,Regular,
add desire,Bigram,52,Regular,
add expand,Bigram,52,Regular,
add happy,Bigram,52,Regular,
add instal,Bigram,52,Regular,
add load,Bigram,52,Regular,
add quot,Bigram,52,Regular,
add rat,Bigram,52,Regular,
allow monthly,Bigram,52,Regular,
apply lend,Bigram,52,Regular,
aspect,Unigram,52,Regular,
auction,Unigram,52,Regular,
big help,Bigram,52,Regular,
boom,Unigram,52,Regular,
brake,Unigram,52,Regular,
budget stable,Bigram,52,Regular,
buffer,Unigram,52,Regular,
car like,Bigram,52,Regular,
card hopefully,Bigram,52,Regular,
citicard,Unigram,52,Regular,
close month,Bigram,52,Regular,
completely year,Bigram,52,Regular,
consolidate accumulate,Bigram,52,Regular,
consolidate rate,Bigram,52,Regular,
corp,Unigram,52,Regular,
credit consolidate,Bigram,52,Regular,
current income,Bigram,52,Regular,
customer service,Bigram,52,Regular,
different time,Bigram,52,Regular,
disable,Unigram,52,Regular,
division,Unigram,52,Regular,
drywall,Unigram,52,Regular,
easier just,Bigram,52,Regular,
europe,Unigram,52,Regular,
exact,Unigram,52,Regular,
excellent candidate,Bigram,52,Regular,
expense time,Bigram,52,Regular,
fear,Unigram,52,Regular,
finance control,Bigram,52,Regular,
financial security,Bigram,52,Regular,
fix time,Bigram,52,Regular,
fixer,Unigram,52,Regular,
flat,Unigram,52,Regular,
future investor,Bigram,52,Regular,
glass,Unigram,52,Regular,
good add,Bigram,52,Regular,
good way,Bigram,52,Regular,
help increase,Bigram,52,Regular,
high end,Bigram,52,Regular,
higher account,Bigram,52,Regular,
house insurance,Bigram,52,Regular,
income work,Bigram,52,Regular,
job history,Bigram,52,Regular,
lesson learn,Bigram,52,Regular,
life event,Bigram,52,Regular,
like know,Bigram,52,Regular,
like replace,Bigram,52,Regular,
look eliminate,Bigram,52,Regular,
look request,Bigram,52,Regular,
major repair,Bigram,52,Regular,
make bad,Bigram,52,Regular,
make double,Bigram,52,Regular,
make significant,Bigram,52,Regular,
month budget,Bigram,52,Regular,
month income,Bigram,52,Regular,
month plus,Bigram,52,Regular,
need close,Bigram,52,Regular,
nurse school,Bigram,52,Regular,
ohio,Unigram,52,Regular,
passion,Unigram,52,Regular,
past credit,Bigram,52,Regular,
payment approximately,Bigram,52,Regular,
payment dollar,Bigram,52,Regular,
payment entire,Bigram,52,Regular,
payment long,Bigram,52,Regular,
payment quickly,Bigram,52,Regular,
payment request,Bigram,52,Regular,
payment significantly,Bigram,52,Regular,
payment track,Bigram,52,Regular,
personal lower,Bigram,52,Regular,
phone car,Bigram,52,Regular,
plane,Unigram,52,Regular,
pmts,Unigram,52,Regular,
point life,Bigram,52,Regular,
project house,Bigram,52,Regular,
purchase credit,Bigram,52,Regular,
purpose refinance,Bigram,52,Regular,
purpose request,Bigram,52,Regular,
rarely,Unigram,52,Regular,
reason apply,Bigram,52,Regular,
remain use,Bigram,52,Regular,
rent mortgage,Bigram,52,Regular,
restoration,Unigram,52,Regular,
score year,Bigram,52,Regular,
seek consolidation,Bigram,52,Regular,
sky,Unigram,52,Regular,
social security,Bigram,52,Regular,
stage,Unigram,52,Regular,
start college,Bigram,52,Regular,
start money,Bigram,52,Regular,
steady time,Bigram,52,Regular,
try purchase,Bigram,52,Regular,
usaa,Unigram,52,Regular,
utility car,Bigram,52,Regular,
way save,Bigram,52,Regular,
work want,Bigram,52,Regular,
year card,Bigram,52,Regular,
year include,Bigram,52,Regular,
year secure,Bigram,52,Regular,
able money,Bigram,51,Regular,
able sooner,Bigram,51,Regular,
able time,Bigram,51,Regular,
actively,Unigram,51,Regular,
add budget,Bigram,51,Regular,
add catch,Bigram,51,Regular,
add correction,Bigram,51,Regular,
add renovate,Bigram,51,Regular,
add smaller,Bigram,51,Regular,
airline,Unigram,51,Regular,
amazon,Unigram,51,Regular,
apr rat,Bigram,51,Regular,
apr want,Bigram,51,Regular,
attorney fee,Bigram,51,Regular,
balance currently,Bigram,51,Regular,
boston,Unigram,51,Regular,
card avoid,Bigram,51,Regular,
card away,Bigram,51,Regular,
card hop,Bigram,51,Regular,
card obtain,Bigram,51,Regular,
card provide,Bigram,51,Regular,
card result,Bigram,51,Regular,
career year,Bigram,51,Regular,
cash saving,Bigram,51,Regular,
college degree,Bigram,51,Regular,
come need,Bigram,51,Regular,
company just,Bigram,51,Regular,
consolidation car,Bigram,51,Regular,
current account,Bigram,51,Regular,
currently stable,Bigram,51,Regular,
drown,Unigram,51,Regular,
easier add,Bigram,51,Regular,
easier track,Bigram,51,Regular,
egg,Unigram,51,Regular,
end term,Bigram,51,Regular,
excellent history,Bigram,51,Regular,
expense low,Bigram,51,Regular,
fax,Unigram,51,Regular,
feel better,Bigram,51,Regular,
finance better,Bigram,51,Regular,
fyi,Unigram,51,Regular,
garage door,Bigram,51,Regular,
graduate degree,Bigram,51,Regular,
great idea,Bigram,51,Regular,
heat pump,Bigram,51,Regular,
help support,Bigram,51,Regular,
help way,Bigram,51,Regular,
